,image_id,image_path,collector
0,157,single_frames_img/000157/camera_front_blur/000157_india_2021-04-15T15:15:24.109285Z.jpg,india
1,2099,single_frames_img/002099/camera_front_blur/002099_golf_2020-10-09T11:06:52.556578Z.jpg,golf
2,2186,single_frames_img/002186/camera_front_blur/002186_golf_2020-10-09T11:05:32.555410Z.jpg,golf
3,3508,single_frames_img/003508/camera_front_blur/003508_india_2020-10-08T09:25:10.111009Z.jpg,india
4,4080,single_frames_img/004080/camera_front_blur/004080_golf_2020-10-08T07:49:52.780033Z.jpg,golf
5,4090,single_frames_img/004090/camera_front_blur/004090_india_2021-04-15T15:15:41.109561Z.jpg,india
6,4641,single_frames_img/004641/camera_front_blur/004641_golf_2020-10-09T11:29:48.442905Z.jpg,golf
7,6047,single_frames_img/006047/camera_front_blur/006047_golf_2020-10-09T10:13:09.778893Z.jpg,golf
8,6777,single_frames_img/006777/camera_front_blur/006777_golf_2021-05-02T09:04:24.885782Z.jpg,golf
9,7358,single_frames_img/007358/camera_front_blur/007358_golf_2020-10-09T11:43:01.887372Z.jpg,golf
10,7713,single_frames_img/007713/camera_front_blur/007713_golf_2020-10-09T11:17:57.332663Z.jpg,golf
11,7842,single_frames_img/007842/camera_front_blur/007842_india_2020-10-08T08:05:41.668178Z.jpg,india
12,7959,single_frames_img/007959/camera_front_blur/007959_india_2020-11-16T12:51:27.997000Z.jpg,india
13,8635,single_frames_img/008635/camera_front_blur/008635_oscar_2021-04-16T12:47:37.888745Z.jpg,oscar
14,8690,single_frames_img/008690/camera_front_blur/008690_india_2020-11-16T12:55:24.000999Z.jpg,india
15,10090,single_frames_img/010090/camera_front_blur/010090_india_2020-11-16T13:20:44.226826Z.jpg,india
16,10153,single_frames_img/010153/camera_front_blur/010153_india_2020-07-24T10:44:55.447235Z.jpg,india
17,10194,single_frames_img/010194/camera_front_blur/010194_india_2020-07-24T10:20:51.556408Z.jpg,india
18,11276,single_frames_img/011276/camera_front_blur/011276_india_2020-10-08T09:25:15.777735Z.jpg,india
19,11524,single_frames_img/011524/camera_front_blur/011524_golf_2020-10-08T07:49:55.446856Z.jpg,golf
20,11607,single_frames_img/011607/camera_front_blur/011607_india_2020-07-24T09:18:43.994225Z.jpg,india
21,12560,single_frames_img/012560/camera_front_blur/012560_golf_2020-10-09T10:57:05.781632Z.jpg,golf
22,12778,single_frames_img/012778/camera_front_blur/012778_india_2020-11-16T12:51:53.998401Z.jpg,india
23,13284,single_frames_img/013284/camera_front_blur/013284_golf_2020-10-08T07:47:13.444858Z.jpg,golf
24,13904,single_frames_img/013904/camera_front_blur/013904_india_2020-11-16T15:21:37.115929Z.jpg,india
25,13958,single_frames_img/013958/camera_front_blur/013958_india_2020-10-09T14:42:56.331756Z.jpg,india
26,13961,single_frames_img/013961/camera_front_blur/013961_golf_2020-10-08T07:32:26.668304Z.jpg,golf
27,14922,single_frames_img/014922/camera_front_blur/014922_india_2020-07-24T06:55:15.665364Z.jpg,india
28,15907,single_frames_img/015907/camera_front_blur/015907_india_2020-10-09T14:42:57.998494Z.jpg,india
29,16001,single_frames_img/016001/camera_front_blur/016001_india_2020-07-24T10:52:50.888594Z.jpg,india
30,16389,single_frames_img/016389/camera_front_blur/016389_golf_2020-10-09T10:13:38.112679Z.jpg,golf
31,16870,single_frames_img/016870/camera_front_blur/016870_india_2020-07-24T06:07:46.885489Z.jpg,india
32,17305,single_frames_img/017305/camera_front_blur/017305_golf_2020-10-08T08:03:43.556621Z.jpg,golf
33,18017,single_frames_img/018017/camera_front_blur/018017_golf_2020-10-08T07:34:20.669437Z.jpg,golf
34,18176,single_frames_img/018176/camera_front_blur/018176_golf_2020-10-09T06:55:24.885035Z.jpg,golf
35,18447,single_frames_img/018447/camera_front_blur/018447_golf_2020-10-08T07:35:52.670475Z.jpg,golf
36,18578,single_frames_img/018578/camera_front_blur/018578_india_2020-07-24T09:22:22.997917Z.jpg,india
37,18922,single_frames_img/018922/camera_front_blur/018922_india_2020-07-24T09:04:11.779717Z.jpg,india
38,18942,single_frames_img/018942/camera_front_blur/018942_india_2020-07-24T09:24:14.333019Z.jpg,india
39,19554,single_frames_img/019554/camera_front_blur/019554_india_2020-10-16T07:24:37.446688Z.jpg,india
40,19652,single_frames_img/019652/camera_front_blur/019652_golf_2020-10-09T10:53:38.112074Z.jpg,golf
41,20071,single_frames_img/020071/camera_front_blur/020071_india_2020-10-09T08:27:46.115065Z.jpg,india
42,20100,single_frames_img/020100/camera_front_blur/020100_india_2021-04-15T15:05:13.332063Z.jpg,india
43,20643,single_frames_img/020643/camera_front_blur/020643_golf_2020-10-08T07:34:35.669771Z.jpg,golf
44,20669,single_frames_img/020669/camera_front_blur/020669_golf_2020-10-09T10:15:01.113763Z.jpg,golf
45,20777,single_frames_img/020777/camera_front_blur/020777_india_2021-04-14T14:25:42.669041Z.jpg,india
46,20884,single_frames_img/020884/camera_front_blur/020884_india_2020-10-08T09:25:03.444228Z.jpg,india
47,21082,single_frames_img/021082/camera_front_blur/021082_golf_2020-10-09T06:58:59.554253Z.jpg,golf
48,21822,single_frames_img/021822/camera_front_blur/021822_golf_2020-10-09T07:56:26.999550Z.jpg,golf
49,22463,single_frames_img/022463/camera_front_blur/022463_india_2020-11-16T12:51:02.996515Z.jpg,india
50,22823,single_frames_img/022823/camera_front_blur/022823_india_2020-10-14T07:16:00.106612Z.jpg,india
51,23139,single_frames_img/023139/camera_front_blur/023139_india_2020-07-24T07:33:26.003184Z.jpg,india
52,24086,single_frames_img/024086/camera_front_blur/024086_india_2020-07-24T09:44:17.886469Z.jpg,india
53,24245,single_frames_img/024245/camera_front_blur/024245_india_2020-07-24T06:52:44.996219Z.jpg,india
54,26124,single_frames_img/026124/camera_front_blur/026124_golf_2020-10-09T07:00:28.222115Z.jpg,golf
55,26224,single_frames_img/026224/camera_front_blur/026224_india_2020-07-24T07:50:00.219604Z.jpg,india
56,27019,single_frames_img/027019/camera_front_blur/027019_india_2020-07-24T07:29:00.665394Z.jpg,india
57,27123,single_frames_img/027123/camera_front_blur/027123_golf_2020-10-09T06:59:44.554906Z.jpg,golf
58,27185,single_frames_img/027185/camera_front_blur/027185_india_2020-10-15T07:27:39.442855Z.jpg,india
59,27680,single_frames_img/027680/camera_front_blur/027680_golf_2020-10-08T08:48:26.223357Z.jpg,golf
60,28079,single_frames_img/028079/camera_front_blur/028079_india_2020-11-16T12:50:37.329385Z.jpg,india
61,28736,single_frames_img/028736/camera_front_blur/028736_golf_2020-10-29T14:37:17.111973Z.jpg,golf
62,31229,single_frames_img/031229/camera_front_blur/031229_golf_2020-10-09T06:57:52.886865Z.jpg,golf
63,31701,single_frames_img/031701/camera_front_blur/031701_india_2020-10-16T07:24:44.113408Z.jpg,india
64,33358,single_frames_img/033358/camera_front_blur/033358_india_2020-07-24T08:51:23.000298Z.jpg,india
65,33443,single_frames_img/033443/camera_front_blur/033443_india_2020-07-24T05:58:55.776861Z.jpg,india
66,33717,single_frames_img/033717/camera_front_blur/033717_golf_2020-10-09T09:13:57.997522Z.jpg,golf
67,33806,single_frames_img/033806/camera_front_blur/033806_india_2020-07-24T07:54:52.891224Z.jpg,india
68,34201,single_frames_img/034201/camera_front_blur/034201_india_2021-04-15T15:15:53.443060Z.jpg,india
69,34368,single_frames_img/034368/camera_front_blur/034368_golf_2020-10-09T10:58:37.549867Z.jpg,golf
70,34478,single_frames_img/034478/camera_front_blur/034478_golf_2021-05-03T17:25:51.773805Z.jpg,golf
71,35055,single_frames_img/035055/camera_front_blur/035055_golf_2020-10-09T08:13:55.113942Z.jpg,golf
72,35062,single_frames_img/035062/camera_front_blur/035062_golf_2020-10-09T12:00:31.668649Z.jpg,golf
73,35499,single_frames_img/035499/camera_front_blur/035499_golf_2020-10-09T08:07:24.108528Z.jpg,golf
74,35766,single_frames_img/035766/camera_front_blur/035766_india_2020-10-09T08:31:53.885106Z.jpg,india
75,35793,single_frames_img/035793/camera_front_blur/035793_golf_2020-10-09T08:07:29.108508Z.jpg,golf
76,36498,single_frames_img/036498/camera_front_blur/036498_india_2020-07-24T05:55:14.106501Z.jpg,india
77,37174,single_frames_img/037174/camera_front_blur/037174_golf_2020-10-09T08:30:04.893522Z.jpg,golf
78,37187,single_frames_img/037187/camera_front_blur/037187_india_2021-04-15T08:15:23.106074Z.jpg,india
79,39641,single_frames_img/039641/camera_front_blur/039641_india_2021-04-14T13:12:13.660721Z.jpg,india
80,40275,single_frames_img/040275/camera_front_blur/040275_golf_2020-10-08T07:58:19.553079Z.jpg,golf
81,40455,single_frames_img/040455/camera_front_blur/040455_india_2020-07-24T06:08:11.219156Z.jpg,india
82,40458,single_frames_img/040458/camera_front_blur/040458_golf_2020-10-08T08:04:26.223966Z.jpg,golf
83,41226,single_frames_img/041226/camera_front_blur/041226_india_2021-04-14T15:06:14.443980Z.jpg,india
84,41372,single_frames_img/041372/camera_front_blur/041372_india_2020-11-16T16:24:25.779183Z.jpg,india
85,41821,single_frames_img/041821/camera_front_blur/041821_golf_2020-10-09T08:14:41.781128Z.jpg,golf
86,42052,single_frames_img/042052/camera_front_blur/042052_india_2020-07-24T09:10:04.552279Z.jpg,india
87,42395,single_frames_img/042395/camera_front_blur/042395_india_2020-12-01T12:40:42.671017Z.jpg,india
88,42420,single_frames_img/042420/camera_front_blur/042420_india_2020-11-16T14:16:31.550283Z.jpg,india
89,43301,single_frames_img/043301/camera_front_blur/043301_india_2021-04-15T12:57:00.226623Z.jpg,india
90,44554,single_frames_img/044554/camera_front_blur/044554_golf_2020-10-08T07:40:42.775455Z.jpg,golf
91,45969,single_frames_img/045969/camera_front_blur/045969_golf_2020-10-14T13:19:42.554515Z.jpg,golf
92,47620,single_frames_img/047620/camera_front_blur/047620_india_2020-12-01T11:59:35.664079Z.jpg,india
93,48398,single_frames_img/048398/camera_front_blur/048398_india_2020-07-24T10:29:03.331350Z.jpg,india
94,49889,single_frames_img/049889/camera_front_blur/049889_india_2020-07-24T09:48:05.890288Z.jpg,india
95,3336,single_frames_img/003336/camera_front_blur/003336_golf_2020-10-09T11:14:05.329524Z.jpg,golf
96,3905,single_frames_img/003905/camera_front_blur/003905_golf_2020-10-08T08:43:51.553252Z.jpg,golf
97,4094,single_frames_img/004094/camera_front_blur/004094_golf_2020-10-09T10:56:46.114665Z.jpg,golf
98,4334,single_frames_img/004334/camera_front_blur/004334_india_2020-10-08T09:25:43.444802Z.jpg,india
99,4627,single_frames_img/004627/camera_front_blur/004627_india_2020-11-16T15:36:20.997487Z.jpg,india
100,4790,single_frames_img/004790/camera_front_blur/004790_golf_2020-10-09T11:46:10.889916Z.jpg,golf
101,4908,single_frames_img/004908/camera_front_blur/004908_golf_2020-10-09T11:11:29.660605Z.jpg,golf
102,5032,single_frames_img/005032/camera_front_blur/005032_golf_2020-10-09T08:15:31.115125Z.jpg,golf
103,6250,single_frames_img/006250/camera_front_blur/006250_golf_2020-10-09T06:24:37.329885Z.jpg,golf
104,6271,single_frames_img/006271/camera_front_blur/006271_india_2020-11-16T13:41:12.780980Z.jpg,india
105,6355,single_frames_img/006355/camera_front_blur/006355_india_2020-10-08T08:11:19.773423Z.jpg,india
106,6490,single_frames_img/006490/camera_front_blur/006490_india_2020-10-08T08:11:09.106629Z.jpg,india
107,6896,single_frames_img/006896/camera_front_blur/006896_india_2020-11-16T15:25:49.553569Z.jpg,india
108,7844,single_frames_img/007844/camera_front_blur/007844_golf_2020-10-08T07:32:25.668177Z.jpg,golf
109,8494,single_frames_img/008494/camera_front_blur/008494_india_2020-07-24T08:53:07.001895Z.jpg,india
110,8526,single_frames_img/008526/camera_front_blur/008526_golf_2020-10-09T08:03:47.772146Z.jpg,golf
111,8908,single_frames_img/008908/camera_front_blur/008908_india_2020-10-08T09:24:42.777148Z.jpg,india
112,9095,single_frames_img/009095/camera_front_blur/009095_india_2020-10-16T07:24:58.446983Z.jpg,india
113,9457,single_frames_img/009457/camera_front_blur/009457_india_2020-11-16T15:47:01.774911Z.jpg,india
114,9664,single_frames_img/009664/camera_front_blur/009664_india_2020-07-24T06:55:02.998528Z.jpg,india
115,10690,single_frames_img/010690/camera_front_blur/010690_india_2020-07-24T09:46:45.222245Z.jpg,india
116,11455,single_frames_img/011455/camera_front_blur/011455_india_2020-10-09T08:27:51.115129Z.jpg,india
117,11589,single_frames_img/011589/camera_front_blur/011589_india_2020-10-08T09:25:01.444214Z.jpg,india
118,12663,single_frames_img/012663/camera_front_blur/012663_india_2020-11-16T12:47:23.226058Z.jpg,india
119,13647,single_frames_img/013647/camera_front_blur/013647_india_2020-07-24T06:17:10.327933Z.jpg,india
120,13713,single_frames_img/013713/camera_front_blur/013713_india_2020-07-24T07:23:46.326937Z.jpg,india
121,14852,single_frames_img/014852/camera_front_blur/014852_india_2020-10-15T07:27:36.109445Z.jpg,india
122,15373,single_frames_img/015373/camera_front_blur/015373_golf_2020-10-09T09:03:27.553723Z.jpg,golf
123,15974,single_frames_img/015974/camera_front_blur/015974_india_2020-11-16T14:02:55.003055Z.jpg,india
124,16095,single_frames_img/016095/camera_front_blur/016095_india_2021-04-15T12:52:23.888487Z.jpg,india
125,16167,single_frames_img/016167/camera_front_blur/016167_golf_2020-10-08T07:32:40.334923Z.jpg,golf
126,16537,single_frames_img/016537/camera_front_blur/016537_india_2020-10-14T17:55:02.220420Z.jpg,india
127,16624,single_frames_img/016624/camera_front_blur/016624_india_2020-11-16T15:34:21.328709Z.jpg,india
128,16704,single_frames_img/016704/camera_front_blur/016704_golf_2020-10-08T07:42:52.775358Z.jpg,golf
129,18022,single_frames_img/018022/camera_front_blur/018022_india_2020-07-24T07:51:59.221587Z.jpg,india
130,18962,single_frames_img/018962/camera_front_blur/018962_india_2020-07-24T08:50:25.332522Z.jpg,india
131,20049,single_frames_img/020049/camera_front_blur/020049_golf_2020-10-09T07:53:05.996864Z.jpg,golf
132,20614,single_frames_img/020614/camera_front_blur/020614_golf_2020-10-09T11:19:20.667185Z.jpg,golf
133,21021,single_frames_img/021021/camera_front_blur/021021_golf_2020-10-09T08:07:53.775528Z.jpg,golf
134,23263,single_frames_img/023263/camera_front_blur/023263_india_2020-10-15T07:20:57.337369Z.jpg,india
135,24047,single_frames_img/024047/camera_front_blur/024047_india_2020-07-24T09:06:43.548882Z.jpg,india
136,24859,single_frames_img/024859/camera_front_blur/024859_india_2020-07-24T09:02:35.978027Z.jpg,india
137,24962,single_frames_img/024962/camera_front_blur/024962_india_2021-04-14T16:08:36.774225Z.jpg,india
138,25331,single_frames_img/025331/camera_front_blur/025331_india_2020-07-24T07:35:21.438424Z.jpg,india
139,26694,single_frames_img/026694/camera_front_blur/026694_india_2020-07-24T10:49:15.551708Z.jpg,india
140,27213,single_frames_img/027213/camera_front_blur/027213_india_2021-04-14T16:57:46.223927Z.jpg,india
141,27636,single_frames_img/027636/camera_front_blur/027636_golf_2020-10-08T07:58:47.220000Z.jpg,golf
142,28624,single_frames_img/028624/camera_front_blur/028624_india_2020-07-24T10:27:44.996670Z.jpg,india
143,28831,single_frames_img/028831/camera_front_blur/028831_india_2020-10-15T07:27:06.775720Z.jpg,india
144,29024,single_frames_img/029024/camera_front_blur/029024_india_2020-07-24T06:38:23.882127Z.jpg,india
145,29340,single_frames_img/029340/camera_front_blur/029340_india_2021-04-14T11:54:06.444140Z.jpg,india
146,29465,single_frames_img/029465/camera_front_blur/029465_golf_2020-10-09T07:59:34.335451Z.jpg,golf
147,31141,single_frames_img/031141/camera_front_blur/031141_india_2020-10-09T08:30:10.883664Z.jpg,india
148,31306,single_frames_img/031306/camera_front_blur/031306_golf_2020-10-09T09:39:41.217269Z.jpg,golf
149,32937,single_frames_img/032937/camera_front_blur/032937_golf_2020-10-08T07:36:51.671100Z.jpg,golf
150,32942,single_frames_img/032942/camera_front_blur/032942_india_2020-07-24T10:20:59.223253Z.jpg,india
151,33411,single_frames_img/033411/camera_front_blur/033411_golf_2020-10-09T07:59:52.335684Z.jpg,golf
152,33692,single_frames_img/033692/camera_front_blur/033692_golf_2020-10-09T09:35:54.780739Z.jpg,golf
153,34702,single_frames_img/034702/camera_front_blur/034702_golf_2020-10-09T07:57:36.667099Z.jpg,golf
154,35056,single_frames_img/035056/camera_front_blur/035056_india_2020-10-29T15:30:07.336167Z.jpg,india
155,35142,single_frames_img/035142/camera_front_blur/035142_india_2020-10-09T08:32:53.219378Z.jpg,india
156,35381,single_frames_img/035381/camera_front_blur/035381_india_2020-07-24T09:22:16.331142Z.jpg,india
157,36415,single_frames_img/036415/camera_front_blur/036415_india_2020-07-24T10:29:56.665535Z.jpg,india
158,36656,single_frames_img/036656/camera_front_blur/036656_golf_2020-10-09T07:25:39.108343Z.jpg,golf
159,37033,single_frames_img/037033/camera_front_blur/037033_golf_2021-05-03T17:20:59.336284Z.jpg,golf
160,37338,single_frames_img/037338/camera_front_blur/037338_india_2020-07-24T10:13:50.549477Z.jpg,india
161,37900,single_frames_img/037900/camera_front_blur/037900_india_2020-11-16T14:50:01.551076Z.jpg,india
162,37924,single_frames_img/037924/camera_front_blur/037924_golf_2020-10-09T09:07:34.890382Z.jpg,golf
163,38145,single_frames_img/038145/camera_front_blur/038145_golf_2020-10-09T06:59:50.888346Z.jpg,golf
164,39275,single_frames_img/039275/camera_front_blur/039275_golf_2020-10-09T06:23:49.996040Z.jpg,golf
165,39771,single_frames_img/039771/camera_front_blur/039771_india_2020-07-24T06:16:22.327131Z.jpg,india
166,40779,single_frames_img/040779/camera_front_blur/040779_golf_2020-10-09T11:19:27.333829Z.jpg,golf
167,42808,single_frames_img/042808/camera_front_blur/042808_india_2021-04-14T14:20:05.663324Z.jpg,india
168,42996,single_frames_img/042996/camera_front_blur/042996_india_2020-07-24T10:16:57.885830Z.jpg,india
169,43128,single_frames_img/043128/camera_front_blur/043128_golf_2020-10-09T06:37:09.105336Z.jpg,golf
170,44728,single_frames_img/044728/camera_front_blur/044728_india_2020-11-16T12:51:22.663524Z.jpg,india
171,46842,single_frames_img/046842/camera_front_blur/046842_india_2020-07-24T09:21:38.330405Z.jpg,india
172,47698,single_frames_img/047698/camera_front_blur/047698_india_2020-07-24T06:56:55.333696Z.jpg,india
173,48787,single_frames_img/048787/camera_front_blur/048787_india_2020-10-15T07:29:39.777813Z.jpg,india
